	Pcli-003	Pcli-004	Pcli-006	Pcli-008	Pcli-011	Pcli-015	Pcli-018	Pcli-024	Pcli-026	Pcli-028	Pcli-029	Pcli-033	Pcli-038	Pcli-039	Pcli-040	Pcli-045	Pcli-049	Pcli-050	Pcli-052	Pcli-055	Pcli-058	Pcli-064	Pcli-066	Pcli-067	Pcli-069	Pcli-070	Pcli-075	Pcli-076	Pcli-077	Pcli-079	Pcli-091	Pcli-094	Pcli-096	Pcli-101	Pcli-103	Pcli-105	Pcli-109	Pcli-111	Pcli-114	Pcli-115	Pcli-120	Pcli-124	Pcli-126	Pcli-128	Pcli-130	Pcli-132	Pcli-135	Pcli-148	
Breviolum166122	0	0	0	3	0	1	0	2	4	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	1	8	0	4	2	0	0	0	1	
Breviolum166141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Breviolum166223	2	2	5	7	0	2	1	8	3	12	2	19	0	2	0	1	1	12	11	1	0	0	0	4	0	4	4	1	1	2	1	11	3	1	1	0	12	0	0	4	9	0	13	15	6	0	1	9	
Breviolum166241	3	0	0	2	0	0	0	1	2	2	1	7	2	0	0	0	0	0	1	0	0	0	0	1	0	1	2	1	2	0	0	5	6	0	1	0	7	0	0	1	3	0	3	1	1	0	0	1	
Breviolum166261	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Breviolum166265	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	7	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	4	0	0	0	1	
Breviolum16627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
Breviolum166272	0	1	5	3	0	0	2	9	6	7	4	15	1	5	0	0	13	3	9	1	1	0	0	3	1	3	4	0	1	0	0	0	1	1	1	4	12	0	1	1	9	2	12	11	0	0	0	10	
Breviolum166298	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	
Breviolum166307	0	0	0	0	0	0	0	0	2	1	1	2	6	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	1	0	0	0	0	
Breviolum166317	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	
Breviolum166322	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	4	2	0	0	0	0	
Breviolum166333	18	3	19	23	0	5	16	33	19	43	36	38	17	13	2	5	30	10	44	5	1	4	5	3	7	38	28	10	10	6	9	17	16	14	7	25	70	6	3	7	72	5	76	77	40	3	13	41	
Breviolum166354	3867	898	4175	4998	35	1558	1700	6702	7834	6174	6687	6649	3614	858	2004	986	4693	3677	6762	1577	592	505	564	1880	1328	8950	3904	1216	4121	1489	3732	3963	4222	1598	4558	7207	7473	4198	432	4173	5898	465	9764	9140	3446	83	1457	5366	
Breviolum166364	7	2	9	4	0	0	2	2	11	31	1	16	2	1	0	1	5	0	6	0	1	0	0	2	1	10	5	2	5	2	3	3	1	0	3	5	13	2	0	4	8	1	17	17	11	0	13	7	
Breviolum166376	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166386	0	0	1	6	0	0	0	1	1	2	0	4	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	2	4	6	5	0	0	0	
Breviolum166391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166394	0	0	0	2	0	0	0	0	2	4	5	2	0	0	0	0	0	0	4	0	0	0	0	0	1	5	1	7	2	2	0	1	0	1	0	0	8	0	0	3	9	0	3	2	2	0	0	0	
Breviolum166405	1	0	2	3	0	0	0	5	0	0	5	4	4	2	2	2	1	0	0	0	0	0	1	2	0	1	0	2	0	0	0	7	1	0	2	0	3	1	0	10	2	0	0	0	1	0	0	2	
Breviolum166439	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	1	2	0	0	0	0	
Breviolum166485	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	
Breviolum166512	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	1	1	0	0	5	0	0	1	0	0	1	1	0	0	0	1	
Breviolum166514	3	0	1	3	0	0	4	7	8	9	9	6	3	0	0	1	1	2	1	2	1	1	3	3	1	6	2	4	7	7	1	2	0	1	1	2	12	1	0	1	8	2	8	19	0	0	0	3	
Breviolum166564	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	6	0	2	3	1	1	0	1	2	
Breviolum166571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166576	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	
Breviolum166615	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	3	1	1	0	0	1	0	0	0	0	0	1	3	1	0	0	0	
Breviolum166643	0	0	1	2	0	1	0	0	0	4	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	4	3	1	0	0	1	
Breviolum166644	3	1	2	2	0	0	0	8	3	12	13	12	0	0	0	0	1	7	5	0	0	2	0	0	1	5	7	4	1	1	1	3	2	4	5	7	11	1	0	1	6	2	18	12	4	0	0	2	
Breviolum166671	17	2	64	56	3	19	9	45	28	92	34	76	19	13	0	6	40	23	78	6	2	6	2	16	9	53	75	13	19	9	24	28	40	7	19	57	114	14	2	22	85	16	103	161	19	0	4	45	
Breviolum166700	0	4	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	4	1	0	0	0	1	
Breviolum166701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
Breviolum166711	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
Breviolum166721	0	0	0	1	0	0	0	0	2	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	2	4	0	0	0	0	
Breviolum166744	0	0	0	0	0	1	0	2	3	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	
Breviolum16676	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166765	3	0	2	11	0	0	1	20	1	8	12	10	4	2	0	2	1	0	6	0	0	0	0	1	1	16	12	2	4	0	0	3	4	0	3	10	21	2	1	4	14	0	20	25	0	0	1	13	
Breviolum166803	16	8	23	31	0	9	11	34	20	75	27	63	33	10	4	10	18	10	65	5	2	3	2	12	6	63	48	7	12	3	16	33	11	14	10	36	74	19	1	17	58	3	97	104	13	4	14	42	
Breviolum166843	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum166861	1	1	1	11	0	3	5	6	1	12	5	24	8	6	0	0	8	3	5	4	1	0	0	0	0	5	7	0	11	0	3	0	1	0	7	4	7	2	0	0	8	0	18	24	7	0	0	7	
Breviolum166870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
Breviolum16688	0	0	0	3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	4	1	0	2	1	1	0	0	0	
Breviolum166880	0	0	0	0	0	0	0	0	0	2	3	2	1	6	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	
Breviolum16690	0	0	0	1	0	0	0	1	1	3	6	0	2	1	0	0	5	4	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	4	2	2	0	2	0	0	0	0	0	0	0	
Breviolum166901	2	0	0	3	0	1	0	13	3	1	4	6	0	0	0	1	1	4	9	0	0	0	0	1	2	4	3	0	5	0	0	1	1	0	0	2	4	0	0	0	4	0	5	7	3	0	0	3	
Breviolum166909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	
Breviolum166917	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	
Breviolum166931	0	1	0	2	0	0	1	2	0	2	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0	3	1	0	5	0	1	0	0	0	0	2	3	0	0	0	2	2	5	6	1	0	0	0	
Breviolum166934	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
Breviolum166946	1	0	0	1	0	2	1	3	8	2	2	5	1	0	0	0	0	1	4	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	1	2	7	6	0	0	0	0	2	9	1	0	0	0	
Breviolum166950	3	1	0	6	0	2	3	7	6	6	6	9	7	1	0	2	4	4	13	0	1	0	1	1	1	20	11	4	7	3	1	3	5	0	5	8	15	0	0	3	8	0	22	26	10	4	1	1	
Breviolum166952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
Breviolum166959	0	0	0	3	0	0	0	0	0	9	2	4	0	0	0	0	0	1	5	1	0	0	1	0	0	2	1	0	0	6	0	0	19	0	1	2	7	2	0	0	1	0	1	0	0	0	0	4	
Breviolum166961	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	2	
Breviolum166967	5	0	6	5	0	1	8	20	13	19	13	10	5	3	1	4	8	1	12	1	2	0	1	1	3	12	13	1	6	2	11	0	11	3	1	11	14	6	1	3	6	0	22	26	8	0	2	3	
Breviolum166969	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	5	0	0	0	
Breviolum166979	0	0	0	0	0	0	0	0	0	7	1	4	2	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	2	1	3	4	0	0	0	6	
Breviolum16698	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	1	2	0	0	0	0	
Breviolum166981	1	0	1	0	0	3	1	1	3	2	2	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	3	1	0	0	3	4	1	5	8	5	1	0	0	
Breviolum167000	0	0	0	0	0	0	0	2	4	8	2	4	4	3	2	0	4	0	3	1	0	0	0	1	0	2	0	0	8	1	0	1	2	0	3	6	8	2	0	1	7	0	7	16	9	0	0	1	
Breviolum167002	0	0	0	1	0	0	1	4	2	10	8	2	7	8	0	0	0	0	2	0	0	1	0	0	0	5	2	1	2	0	6	2	0	0	4	2	5	3	0	5	19	1	7	8	6	3	0	3	
Breviolum167007	0	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	
Breviolum167013	0	0	0	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	2	1	0	0	1	0	0	4	3	1	0	0	0	
Breviolum167017	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	
Breviolum167022	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	
Breviolum167028	1	0	0	1	0	0	0	3	0	0	0	3	3	0	0	0	1	0	10	2	0	0	0	0	0	1	1	0	2	0	0	0	4	0	3	1	2	0	0	0	2	0	6	0	0	0	0	0	
Breviolum167032	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	11	2	0	0	1	0	
Breviolum167049	0	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	5	0	0	0	0	0	0	1	0	5	0	2	0	3	1	0	0	0	4	8	0	0	0	0	0	1	5	6	0	0	0	
Breviolum167078	0	0	0	8	0	0	0	2	1	3	6	4	0	2	1	0	7	2	3	6	0	1	0	4	0	3	9	1	2	1	1	2	0	0	11	2	6	3	0	2	6	0	9	4	1	0	0	5	
Breviolum167080	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
Breviolum167084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	
Breviolum167093	1	0	0	5	0	0	0	3	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	1	0	0	1	1	7	0	0	0	5	1	1	0	5	1	10	4	3	0	0	7	
Breviolum167109	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	
Breviolum167114	7	0	0	4	0	0	1	2	0	5	5	2	3	0	0	1	4	0	4	0	0	0	0	1	1	13	4	2	0	2	1	0	1	0	0	1	2	1	0	1	9	1	7	5	7	0	1	5	
Breviolum16712	0	0	1	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	
Breviolum167120	1	0	0	0	0	0	0	3	1	1	1	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	13	0	1	0	1	0	0	2	1	0	2	1	3	0	0	0	
Breviolum167132	0	0	0	0	0	0	0	1	0	2	4	1	2	0	0	3	0	1	1	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	5	4	8	2	0	0	0	
Breviolum167171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	4	1	0	0	0	0	
Breviolum167185	50	20	53	99	16	22	22	97	73	176	75	145	76	33	17	14	36	43	90	10	3	3	12	23	8	126	79	17	40	28	44	38	72	20	44	85	168	21	2	27	177	30	240	247	75	7	11	76	
Breviolum167190	1	0	0	0	0	0	0	0	0	2	4	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	4	1	0	0	1	0	0	8	0	0	0	1	0	1	1	0	0	0	2	
Breviolum167214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	
Breviolum167226	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	
Breviolum167250	0	0	0	0	0	0	0	2	6	6	3	5	2	1	4	1	2	0	5	0	0	0	0	1	0	5	2	0	0	0	5	0	3	0	1	3	8	0	1	2	8	0	7	3	3	0	0	2	
Breviolum167256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum167282	0	0	0	1	0	0	1	7	1	6	0	4	2	1	1	0	0	0	4	0	0	0	0	1	1	1	9	5	1	0	0	0	3	0	0	3	5	0	1	1	2	4	5	5	0	1	0	0	
Breviolum167318	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	
Breviolum167326	0	0	0	1	0	1	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	3	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	
Breviolum167327	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	
Breviolum167349	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Breviolum16737	4	1	8	7	0	2	5	3	1	22	4	28	11	4	0	2	0	0	9	1	0	2	0	0	1	8	5	5	9	0	11	1	3	4	2	12	21	3	1	1	3	3	17	17	14	0	5	7	
Breviolum167372	1	1	3	7	0	2	2	4	8	10	3	11	1	0	2	0	4	7	12	0	2	1	0	0	1	8	7	1	5	1	3	1	6	4	10	8	26	9	0	2	27	0	21	24	3	0	1	10	
Breviolum167387	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	
Breviolum167396	4	0	2	5	0	0	0	0	0	5	1	2	8	2	0	0	1	0	1	1	0	0	0	0	1	2	2	0	0	1	0	0	0	1	1	1	2	4	0	1	2	0	1	8	1	0	0	0	
Breviolum167407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
Breviolum167412	1	1	0	4	0	0	2	0	1	6	0	1	0	1	0	0	0	1	6	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	1	2	3	0	1	0	5	0	6	2	0	0	0	1	
Breviolum167413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	
Breviolum167416	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	5	
Breviolum167434	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum167457	0	0	0	3	0	0	0	4	1	3	1	1	3	2	0	0	0	1	2	0	0	1	0	2	1	6	5	0	1	1	1	0	1	4	0	4	4	0	0	0	2	0	10	13	1	0	0	1	
Breviolum167465	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
Breviolum167482	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	1	0	0	0	0	
Breviolum167490	25	18	53	88	2	29	54	88	60	143	117	147	57	33	27	22	81	23	188	17	9	8	6	25	13	134	98	30	56	21	46	41	36	25	46	63	170	35	11	38	163	20	221	246	74	4	31	107	
Breviolum167579	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	
Breviolum167592	2	1	0	8	0	0	0	2	0	13	0	8	8	0	0	1	0	0	1	0	0	3	1	1	0	2	0	0	0	0	0	0	0	0	1	1	11	0	0	1	10	5	6	7	10	0	1	0	
Breviolum167598	2	0	0	0	0	0	2	0	0	1	0	7	2	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	2	0	1	0	0	0	1	0	10	0	4	0	0	4	
Breviolum16761	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	
Breviolum167624	0	0	0	0	0	0	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	4	3	0	0	1	
Breviolum167641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	
Breviolum167671	2	0	1	1	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Breviolum167676	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	4	2	0	0	1	1	0	1	0	1	0	0	0	
Breviolum167718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Breviolum167731	3	0	1	2	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	
Breviolum16774	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum167745	0	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	4	1	0	0	1	2	0	4	0	0	2	0	0	0	0	1	1	0	1	0	
Breviolum167753	1	4	19	21	0	6	5	22	11	12	19	31	8	11	6	0	3	10	21	9	0	1	1	6	4	10	11	3	3	5	4	3	18	2	15	7	20	7	4	7	10	1	21	13	14	0	1	5	
Breviolum167760	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	
Breviolum167763	1	0	0	5	1	0	0	0	1	12	0	5	0	0	0	0	10	1	2	0	0	0	0	0	0	5	5	1	5	0	0	1	0	0	1	0	5	1	0	0	11	5	7	12	8	0	0	0	
Breviolum167808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum167828	6	0	5	15	0	7	5	17	11	15	15	18	12	1	6	3	6	8	22	1	2	0	1	1	4	22	26	3	6	1	3	8	2	4	4	7	35	4	0	7	31	0	50	29	7	0	2	14	
Breviolum167829	1	0	1	2	0	2	1	2	2	2	2	1	0	0	0	0	1	1	0	0	0	1	0	0	0	3	2	1	1	0	3	0	0	0	2	4	2	2	0	1	3	1	4	4	0	0	1	2	
Breviolum16783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum167836	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	1	0	3	4	1	0	0	0	
Breviolum167840	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum167844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum167858	0	0	3	3	0	2	0	7	1	2	4	3	1	4	0	0	0	1	9	0	0	0	0	1	0	4	2	0	0	1	0	0	0	0	4	5	2	0	0	1	7	0	8	4	5	0	3	8	
Breviolum16787	0	0	1	0	0	0	1	1	0	5	2	2	2	2	2	0	3	0	2	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	2	2	0	0	1	
