,AOI,Ft,Fm,fvfm,file,Tank,Puck,Colony,Date,Treatment_period,Treatment,CBASS_temp,Species
1256,9,0.1618,0.2498,0.352,28,8,P15,C,5/25/22,NA,NA,NA,Pclivosa
1257,1,0.1241,0.2028,0.388,29,8,P114,B,5/25/22,NA,NA,NA,Pclivosa
1258,2,0.1329,0.2239,0.406,29,8,P55,B,5/25/22,NA,NA,NA,Pclivosa
1259,3,0.1388,0.2146,0.353,29,8,P41,C,5/25/22,NA,NA,NA,Pclivosa
1261,5,0.1579,0.2439,0.353,29,8,P51,C,5/25/22,NA,NA,NA,Pclivosa
1262,6,0.1461,0.2419,0.396,29,8,P82,C,5/25/22,NA,NA,NA,Pclivosa
1263,7,0.1173,0.1891,0.38,29,8,P21,A,5/25/22,NA,NA,NA,Pclivosa
1264,8,0.1613,0.2771,0.418,29,8,P139,B,5/25/22,NA,NA,NA,Pclivosa
1265,9,0.1564,0.2581,0.394,29,8,P34,A,5/25/22,NA,NA,NA,Pclivosa
1266,1,0.1808,0.3236,0.441,3,3,A21,MB-B,5/25/22,NA,NA,NA,Acervicornis
1267,2,0.1931,0.3221,0.401,3,3,A114,SI-C,5/25/22,NA,NA,NA,Acervicornis
1268,3,0.1691,0.262,0.354,3,3,A95,SI-C,5/25/22,NA,NA,NA,Acervicornis
1269,4,0.173,0.2947,0.413,3,3,A123,SI-C,5/25/22,NA,NA,NA,Acervicornis
1270,5,0.194,0.3275,0.407,3,3,A137,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1271,1,0.1295,0.2107,0.385,30,8,P109,B,5/25/22,NA,NA,NA,Pclivosa
1272,2,0.1466,0.2224,0.341,30,8,P119,A,5/25/22,NA,NA,NA,Pclivosa
1273,3,0.1354,0.2297,0.411,30,8,P92,B,5/25/22,NA,NA,NA,Pclivosa
1274,1,0.1691,0.2522,0.329,4,3,P45,B,5/25/22,NA,NA,NA,Pclivosa
1275,2,0.2126,0.3055,0.304,4,3,P94,C,5/25/22,NA,NA,NA,Pclivosa
1276,3,0.1549,0.2581,0.4,4,3,P12,B,5/25/22,NA,NA,NA,Pclivosa
1277,4,0.1491,0.2488,0.401,4,3,P89,B,5/25/22,NA,NA,NA,Pclivosa
1278,5,0.153,0.238,0.357,4,3,P124,B,5/25/22,NA,NA,NA,Pclivosa
1279,6,0.1481,0.2151,0.311,4,3,P61,A,5/25/22,NA,NA,NA,Pclivosa
1280,7,0.1388,0.217,0.36,4,3,P62,C,5/25/22,NA,NA,NA,Pclivosa
1281,8,0.1833,0.2937,0.376,4,3,P1,B,5/25/22,NA,NA,NA,Pclivosa
1282,9,0.1813,0.2737,0.338,4,3,P44,C,5/25/22,NA,NA,NA,Pclivosa
1283,1,0.1652,0.261,0.367,5,3,P78,B,5/25/22,NA,NA,NA,Pclivosa
1284,2,0.1794,0.2683,0.332,5,3,P138,B,5/25/22,NA,NA,NA,Pclivosa
1285,3,0.1598,0.2278,0.298,5,3,P75,A,5/25/22,NA,NA,NA,Pclivosa
1286,4,0.1544,0.2341,0.34,5,3,P29,B,5/25/22,NA,NA,NA,Pclivosa
1287,5,0.197,0.2595,0.241,5,3,P39,C,5/25/22,NA,NA,NA,Pclivosa
1288,6,0.1652,0.2229,0.259,5,3,P100,A,5/25/22,NA,NA,NA,Pclivosa
1289,7,0.1544,0.2092,0.262,5,3,P67,C,5/25/22,NA,NA,NA,Pclivosa
1290,8,0.2038,0.2674,0.238,5,3,P115,C,5/25/22,NA,NA,NA,Pclivosa
1291,9,0.1632,0.238,0.314,5,3,P16,A,5/25/22,NA,NA,NA,Pclivosa
1292,1,0.2058,0.2805,0.267,6,3,P148,C,5/25/22,NA,NA,NA,Pclivosa
1293,2,0.2199,0.3069,0.283,6,3,P48,C,5/25/22,NA,NA,NA,Pclivosa
1294,3,0.153,0.217,0.295,6,3,P4,A,5/25/22,NA,NA,NA,Pclivosa
1295,1,0.2038,0.3275,0.378,7,4,A25,MB-B,5/25/22,NA,NA,NA,Acervicornis
1296,2,0.1823,0.326,0.441,7,4,A71,MB-B,5/25/22,NA,NA,NA,Acervicornis
1297,3,0.1887,0.328,0.425,7,4,A81,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1298,4,0.1696,0.304,0.442,7,4,A44,MB-B,5/25/22,NA,NA,NA,Acervicornis
1299,5,0.2331,0.3974,0.413,7,4,A79,SI-C,5/25/22,NA,NA,NA,Acervicornis
1300,6,0.2009,0.3612,0.444,7,4,A30,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1301,1,0.2151,0.3284,0.345,8,4,A46,SI-C,5/25/22,NA,NA,NA,Acervicornis
1302,2,0.2209,0.3939,0.439,8,4,A74,MB-B,5/25/22,NA,NA,NA,Acervicornis
1303,3,0.1901,0.3319,0.427,8,4,A105,NA,5/25/22,NA,NA,NA,Acervicornis
1304,4,0.1882,0.3524,0.466,8,4,A77,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1305,5,0.241,0.4032,0.402,8,4,A5,SI-C,5/25/22,NA,NA,NA,Acervicornis
1306,6,0.1838,0.3456,0.468,8,4,A83,MB-B,5/25/22,NA,NA,NA,Acervicornis
1307,1,0.1999,0.3133,0.362,9,4,A102,MB-B,5/25/22,NA,NA,NA,Acervicornis
1308,2,0.2107,0.3328,0.367,9,4,A64,SI-C,5/25/22,NA,NA,NA,Acervicornis
1309,3,0.1916,0.3602,0.468,9,4,A109,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1310,4,0.2419,0.4101,0.41,9,4,A70,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1311,5,0.1931,0.304,0.365,9,4,A82,SI-C,5/25/22,NA,NA,NA,Acervicornis
