	Acer-005	Acer-009	Acer-019	Acer-021	Acer-022	Acer-029	Acer-030	Acer-034	Acer-038	Acer-041	Acer-042	Acer-043	Acer-045	Acer-055	Acer-056	Acer-057	Acer-059	Acer-063	Acer-064	Acer-068	Acer-069	Acer-072	Acer-074	Acer-078	Acer-079	Acer-082	Acer-083	Acer-089	Acer-091	Acer-094	Acer-095	Acer-096	Acer-097	Acer-102	Acer-106	Acer-108	Acer-110	Acer-112	Acer-113	Acer-114	Acer-123	Acer-124	Acer-137	Acer-139	Acer-141	Acer-143	Acer-146	Acer-150	
Acropora458	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora459	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Acropora46	13	7	17	8	9	18	14	15	17	3	15	15	15	11	8	11	8	18	24	2	2	1	5	4	8	8	14	3	5	18	16	28	13	14	17	3	14	17	10	5	2	17	24	23	20	6	4	9	
Acropora460	2	4	5	0	0	1	0	0	0	2	3	0	0	2	0	1	0	1	0	0	0	0	0	3	0	0	1	0	0	2	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora461	0	2	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	1	
Acropora462	0	1	2	1	0	0	0	2	1	1	0	0	0	1	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Acropora464	12	19	3	6	7	22	5	3	13	16	33	7	5	27	17	3	23	12	10	0	9	1	1	7	6	9	49	0	0	32	5	11	16	32	1	4	17	46	6	4	2	5	4	21	5	11	7	44	
Acropora465	17	31	33	11	22	29	17	31	9	16	20	17	17	31	18	11	19	24	20	7	9	3	1	17	10	14	28	1	12	28	27	32	9	13	24	9	13	36	21	7	5	9	26	43	27	10	5	25	
Acropora466	6	3	4	3	2	1	4	3	4	3	7	0	3	3	3	2	6	3	3	1	3	0	3	2	0	1	2	1	5	1	1	3	3	3	5	1	1	5	4	2	1	4	4	4	3	0	4	4	
Acropora467	77	85	74	45	66	79	110	69	74	88	109	57	49	54	89	69	68	67	101	17	46	19	44	69	66	48	82	7	50	75	104	151	50	63	87	38	103	147	96	48	36	69	99	164	116	39	40	67	
Acropora468	8	23	10	10	19	3	3	5	0	1	10	23	1	8	7	3	2	30	3	3	3	0	0	2	0	0	33	1	1	8	4	7	6	6	9	3	24	19	6	7	1	11	3	10	1	1	8	9	
Acropora469	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	
Acropora47	2881	2462	2811	1427	3008	2449	2030	3937	1146	1475	2342	1982	1077	1839	2435	1801	1065	2266	3474	455	629	341	860	2637	1196	1424	1482	444	453	2036	2910	2372	1297	1479	3134	869	2266	3948	1401	1306	1200	2127	1373	3870	1227	643	1186	1852	
Acropora470	1	0	0	2	2	0	0	0	0	0	4	4	0	2	0	0	0	2	0	0	0	0	1	0	0	0	6	0	0	3	0	0	0	5	2	0	3	3	0	0	0	1	1	2	0	0	0	8	
Acropora471	63	118	53	76	78	81	33	50	11	18	95	75	22	83	23	14	14	97	91	12	21	9	11	48	13	47	199	13	12	125	79	45	20	109	60	10	62	134	43	30	20	40	28	139	18	10	43	166	
Acropora472	1	6	2	4	4	3	3	11	11	7	9	3	3	8	4	6	9	2	5	7	2	0	1	2	5	0	7	1	5	2	7	10	2	4	5	3	4	16	5	0	2	3	1	2	5	7	1	6	
Acropora473	80	132	67	57	143	79	67	74	13	46	105	111	13	100	27	19	20	129	71	25	13	18	6	48	27	54	163	21	21	146	47	63	25	90	68	26	110	185	41	34	18	76	24	121	24	26	49	181	
Acropora474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	
Acropora475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora476	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Acropora478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	
Acropora479	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Acropora48	69	96	129	61	87	78	108	124	26	51	95	88	26	88	49	25	36	70	110	21	22	7	36	73	31	20	86	15	32	82	106	122	45	65	62	12	103	137	53	24	34	51	91	136	58	22	22	85	
Acropora480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	
Acropora481	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora482	2	2	1	0	5	0	0	1	0	0	3	2	0	1	0	1	0	3	4	0	0	0	0	1	1	0	1	0	0	2	2	0	0	2	1	0	3	0	0	0	0	3	0	5	0	0	2	3	
Acropora483	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	
Acropora484	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora485	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	3	1	0	0	0	0	1	0	0	3	0	0	2	1	0	0	2	0	0	2	1	1	0	0	0	0	0	0	0	3	0	
Acropora486	0	0	1	0	0	0	0	1	1	0	1	0	0	1	2	2	1	2	0	0	0	0	1	0	0	0	0	0	1	1	3	1	0	2	2	0	1	1	1	0	1	0	3	1	0	0	1	1	
Acropora487	3	1	1	0	0	2	1	4	0	4	3	0	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	2	7	0	0	1	0	0	0	2	0	1	0	0	4	0	0	0	2	
Acropora488	42	43	31	30	39	31	43	42	55	31	45	22	25	31	54	35	35	40	60	17	15	4	19	36	17	21	49	15	28	29	36	59	51	43	38	20	52	72	47	16	26	44	46	58	60	25	13	33	
Acropora489	2	1	1	2	1	2	1	0	0	1	2	1	3	2	4	0	0	1	2	0	0	1	0	1	0	1	0	0	1	0	2	0	1	0	0	0	0	1	2	1	0	0	2	0	1	1	0	0	
Acropora49	21	16	25	12	16	22	37	32	21	26	36	26	11	23	12	18	19	15	29	3	12	4	6	15	12	6	20	0	8	25	17	31	13	10	14	4	14	26	25	9	8	12	31	28	27	10	14	25	
Acropora490	20	31	28	25	30	32	30	36	41	34	27	29	28	23	39	28	26	31	31	26	22	8	20	32	20	30	36	28	32	28	25	63	33	23	35	30	32	44	27	22	22	35	35	46	35	38	20	31	
Acropora491	5	2	4	1	3	7	4	11	0	2	2	4	5	5	3	0	1	3	3	1	1	1	4	3	3	1	3	0	1	6	6	2	2	0	7	3	5	4	4	1	0	1	2	10	1	1	1	4	
Acropora492	18	18	9	8	12	13	15	30	21	11	21	16	14	11	16	21	12	20	25	10	9	4	11	13	9	6	10	6	4	11	25	24	5	15	17	11	17	23	9	6	6	14	20	17	13	10	8	18	
Acropora493	6	18	6	4	13	9	5	15	2	5	16	8	7	12	3	5	12	10	19	2	3	1	3	6	6	1	6	1	2	3	8	22	3	6	8	0	6	7	6	1	3	9	6	12	10	4	2	8	
Acropora494	27	25	11	15	12	14	19	19	16	13	16	20	18	21	34	9	10	9	31	2	7	7	15	23	10	13	20	3	6	14	21	25	7	16	19	1	19	32	18	5	7	23	11	32	15	13	3	22	
Acropora495	165	247	232	144	174	224	187	188	123	150	210	168	142	188	234	154	123	137	229	37	169	19	103	120	72	111	159	15	91	267	159	224	165	196	187	61	178	237	200	122	91	108	270	333	252	77	88	117	
Acropora496	25	40	37	31	46	44	33	45	22	38	50	38	23	35	32	27	16	28	28	14	15	1	7	30	16	8	38	2	11	33	49	57	21	40	20	9	46	78	30	22	6	24	43	47	32	19	18	47	
Acropora497	33	91	80	68	101	77	100	123	47	84	165	87	31	104	83	68	57	75	94	22	25	8	39	87	41	25	108	29	14	111	88	103	37	92	73	17	112	96	76	28	21	44	78	98	31	40	31	106	
Acropora498	2	4	3	0	7	1	5	10	1	2	3	0	0	1	1	0	0	1	2	2	0	1	2	13	0	2	3	0	0	2	2	9	4	0	1	3	7	2	4	2	2	2	1	2	0	3	3	4	
Acropora499	4	9	11	8	7	8	21	10	4	11	8	6	6	12	9	5	4	8	7	0	5	0	4	6	3	2	2	1	1	8	3	15	5	8	2	4	10	15	5	2	4	7	9	16	11	1	2	3	
Acropora50	2	0	2	1	2	1	2	1	1	1	3	1	0	1	2	1	5	3	0	0	1	0	0	0	0	2	4	2	0	2	2	3	0	3	8	1	4	0	2	0	2	0	4	3	0	1	0	0	
Acropora500	116	126	112	79	98	121	94	136	49	89	142	134	70	107	64	36	50	108	111	32	26	9	64	105	52	41	101	12	17	96	120	132	39	107	78	24	127	203	82	37	38	69	113	174	71	35	34	84	
Acropora501	11	18	23	18	12	14	22	16	8	19	22	21	6	21	19	8	12	8	14	2	3	2	12	8	6	3	14	7	9	18	22	17	5	22	11	2	8	33	19	7	5	5	15	22	13	7	7	15	
Acropora502	31	32	48	18	20	23	29	19	15	24	25	33	16	24	48	43	28	17	23	14	25	6	21	13	28	36	46	4	22	57	22	66	56	41	22	9	42	44	62	30	28	24	65	82	73	17	34	30	
Acropora503	0	1	1	0	0	0	0	2	0	0	0	0	1	1	2	0	1	1	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	3	
Acropora504	0	1	3	1	0	2	1	2	0	0	1	9	1	0	1	0	2	0	2	0	0	0	0	2	2	0	1	0	0	0	2	2	1	2	3	0	0	2	0	0	0	0	2	5	0	2	0	2	
Acropora505	5	7	4	9	7	4	9	8	22	12	14	8	15	5	25	26	23	16	10	23	8	5	4	20	8	22	5	6	16	10	11	35	26	2	15	23	14	10	10	9	5	21	8	15	14	24	6	11	
Acropora506	32	46	38	26	39	32	42	34	49	27	41	27	25	40	50	43	25	36	40	9	15	8	16	31	18	18	34	5	31	50	43	93	44	33	41	27	41	33	19	13	18	22	41	35	36	46	11	26	
Acropora507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora508	1	4	3	4	4	3	6	3	1	7	7	3	3	3	0	0	8	2	0	1	0	0	0	3	0	3	0	2	1	3	3	1	0	1	4	2	5	5	0	0	0	1	2	3	1	3	1	0	
Acropora509	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	
Acropora51	6	3	2	4	7	1	5	10	6	3	5	4	1	7	12	1	5	3	1	0	1	0	1	5	4	1	2	1	1	8	5	4	3	4	4	0	2	2	1	0	1	4	1	9	3	2	5	6	
Acropora510	2	2	4	4	6	5	6	1	0	9	11	3	1	5	1	0	1	2	1	0	1	0	4	2	0	0	1	1	2	4	2	3	0	3	3	0	2	4	1	0	0	1	3	4	4	1	0	4	
Acropora511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	
Acropora512	14	15	9	26	11	9	7	14	10	21	26	12	3	37	18	3	14	17	26	0	0	0	12	15	5	4	27	0	2	25	14	13	19	46	2	1	10	63	16	5	1	9	6	12	16	12	3	18	
Acropora513	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora514	173	139	121	55	134	86	68	140	57	58	104	125	49	143	57	28	25	141	153	19	20	4	33	169	53	47	93	12	14	70	200	92	44	104	110	20	139	239	57	28	31	123	94	183	83	19	51	116	
Acropora515	18	39	35	24	27	39	58	61	31	29	50	37	27	49	26	7	14	32	54	14	18	10	8	44	14	16	40	5	10	42	50	59	16	48	44	4	54	51	33	22	21	31	50	82	52	15	12	33	
Acropora516	5	5	0	11	6	5	4	6	5	5	7	10	4	2	4	3	3	3	6	2	1	2	0	2	0	0	4	1	6	2	2	6	7	0	4	2	8	9	5	0	1	4	2	6	1	4	2	12	
Acropora517	0	0	0	0	0	1	0	0	1	2	1	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	
Acropora518	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora519	44	74	62	30	69	57	43	45	29	29	57	61	40	42	24	11	17	53	39	13	13	12	15	44	24	7	35	1	14	69	42	72	41	63	56	17	61	109	39	5	21	50	67	63	40	27	29	44	
Acropora52	28	38	18	18	20	29	44	28	15	19	31	25	3	20	16	14	20	16	31	10	14	6	14	30	16	11	18	6	7	24	44	22	7	28	32	12	26	35	24	17	16	23	36	41	25	8	3	26	
Acropora520	22	46	53	22	64	27	49	55	13	23	60	47	34	38	17	15	12	57	33	4	10	9	18	23	25	8	27	2	17	42	32	42	18	43	29	7	46	66	15	9	9	27	44	35	29	8	9	38	
Acropora521	1	0	1	0	4	0	2	1	3	2	3	3	1	6	3	2	4	1	5	2	1	0	0	1	0	1	2	0	2	1	2	3	1	1	2	0	1	2	0	3	0	4	5	2	2	3	2	2	
Acropora522	9	4	4	9	6	5	4	6	3	6	8	9	3	5	5	7	4	6	3	3	3	2	1	1	2	1	4	2	3	9	4	13	7	2	3	0	7	8	6	0	6	7	10	9	9	1	1	8	
Acropora523	1	1	2	5	3	3	1	0	0	1	5	1	1	4	0	0	0	0	3	1	1	0	0	2	1	0	1	1	0	2	0	4	3	0	5	1	1	3	1	1	0	0	2	5	2	3	3	1	
Acropora524	46	72	57	48	60	58	46	71	48	48	78	68	38	54	78	49	48	40	75	29	21	9	25	58	30	33	68	26	28	50	52	88	49	45	62	44	52	81	41	24	15	47	53	59	57	30	28	47	
Acropora525	2	1	4	9	1	2	3	1	2	5	8	3	1	2	4	0	0	9	4	0	4	0	1	5	0	0	4	0	1	2	2	6	0	3	0	0	6	4	1	0	0	2	1	2	1	2	3	2	
Acropora526	1	2	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	3	2	0	0	0	0	0	0	0	0	3	1	0	0	0	
Acropora527	1	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	
Acropora528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	
Acropora529	3	1	3	12	7	7	2	6	7	4	10	7	2	4	1	1	3	6	6	3	1	0	2	5	6	3	11	3	3	7	7	7	0	6	8	4	4	8	7	0	1	3	2	7	4	2	1	9	
Acropora530	12	28	19	11	19	18	20	27	7	19	18	20	7	7	18	9	9	15	11	8	2	0	5	6	3	3	17	1	9	14	18	14	5	18	9	6	13	16	5	2	5	16	20	14	10	5	3	15	
Acropora531	5	6	2	3	4	4	5	5	2	2	11	6	3	4	5	1	1	6	0	0	0	3	2	1	0	5	13	0	1	10	9	6	6	5	6	0	13	18	2	4	1	0	5	6	4	2	1	16	
Acropora532	23	25	13	11	19	18	31	24	9	19	33	26	17	18	20	11	14	25	25	9	7	5	8	22	10	16	19	10	16	26	18	32	23	15	23	14	15	35	20	11	9	11	24	27	30	14	5	18	
Acropora533	4	1	1	4	3	3	1	7	2	3	2	4	2	8	0	0	2	1	10	1	1	0	0	4	1	4	2	0	0	4	4	9	4	4	3	0	0	4	0	1	3	2	2	8	9	0	0	4	
Acropora534	2	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	
Acropora535	57	11	15	27	5	54	4	45	15	10	30	5	3	20	38	16	20	8	76	7	27	2	11	49	31	15	17	2	10	18	25	79	12	19	48	10	9	20	35	15	25	21	7	66	46	14	6	24	
Acropora536	8	1	3	6	1	5	0	4	4	3	2	5	2	1	5	4	4	2	9	2	1	0	1	2	3	2	2	0	1	3	3	10	5	6	1	0	3	2	2	0	2	4	3	8	12	0	1	1	
Acropora537	11	2	7	12	5	10	5	14	3	10	9	8	6	13	9	3	2	7	13	0	9	0	4	3	11	1	14	1	2	13	5	21	8	7	6	0	3	13	10	8	5	1	6	19	10	6	1	12	
Acropora538	10	3	2	25	1	19	2	11	3	14	26	3	2	12	22	14	16	10	16	3	11	3	8	12	6	3	18	1	2	10	18	22	5	6	11	2	0	31	18	6	11	8	1	14	21	6	3	11	
Acropora539	11	86	79	87	68	5	68	12	25	43	138	84	50	67	47	13	25	123	5	15	2	11	33	6	3	2	76	21	19	64	7	14	16	88	2	17	104	73	6	0	2	45	65	6	6	19	25	53	
Acropora54	0	0	1	0	2	2	0	1	0	0	2	3	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	2	2	0	1	0	1	1	0	0	0	0	0	
Acropora540	0	2	1	0	0	0	0	0	0	0	1	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Acropora541	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	
Acropora542	53	80	56	38	76	69	86	107	14	29	60	70	22	32	22	12	30	57	97	28	35	11	20	54	34	19	42	13	16	45	60	124	19	29	66	17	67	44	48	13	22	42	84	98	82	5	21	38	
Acropora543	3	1	2	1	0	3	2	1	0	5	5	7	1	5	5	1	2	1	5	0	0	0	0	4	2	2	1	0	2	0	7	10	0	1	2	0	4	4	2	6	4	7	4	5	7	1	0	3	
Acropora544	1	0	2	2	5	2	1	2	1	2	0	0	1	2	4	0	0	2	2	0	1	0	0	2	2	1	1	0	2	4	1	5	4	3	2	0	5	3	0	0	0	1	2	5	2	1	2	3	
Acropora545	1	0	2	0	2	0	1	0	0	3	0	1	0	0	1	0	2	0	2	0	0	0	0	0	2	0	1	0	1	0	5	0	0	1	1	0	1	1	0	0	0	0	3	1	0	1	0	2	
Acropora546	12	19	14	15	17	13	9	19	12	24	19	13	9	12	17	6	11	10	18	12	8	5	15	12	18	10	28	7	8	8	10	32	13	11	12	17	10	26	19	6	5	18	18	31	16	9	8	15	
Acropora547	0	16	7	3	3	2	8	4	1	3	4	4	2	3	3	3	2	4	0	0	1	3	0	2	0	2	3	0	0	1	3	3	0	4	4	0	2	4	2	0	1	5	12	1	5	3	3	1	
Acropora548	0	0	2	0	7	2	3	2	0	1	2	2	1	3	0	1	3	4	2	1	0	0	0	3	0	1	0	1	0	3	0	0	1	2	5	0	2	3	4	0	0	0	2	0	0	0	2	4	
Acropora549	2	5	0	5	5	5	2	6	5	1	6	1	0	2	7	10	3	11	6	1	1	1	1	3	2	6	7	4	5	6	3	8	1	7	5	2	3	6	3	4	3	3	1	4	2	2	1	1	
Acropora55	0	2	3	0	0	1	1	2	0	0	3	4	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	2	2	0	6	0	0	2	2	0	1	0	1	0	6	0	0	0	1	
Acropora550	7	7	4	2	8	5	1	4	12	7	5	2	13	0	11	4	5	7	8	7	7	2	4	4	4	0	4	5	9	2	2	12	5	3	6	5	6	4	4	4	3	12	4	10	5	8	5	5	
Acropora551	11	7	6	6	5	18	8	21	2	2	6	9	5	11	0	5	2	9	15	0	7	0	2	12	9	5	2	0	3	4	27	17	6	3	20	1	7	9	17	7	8	8	8	52	4	0	4	7	
Acropora552	4	7	9	0	3	6	7	3	1	0	1	5	4	3	1	2	0	12	4	5	1	1	0	10	5	2	2	0	1	4	10	6	3	3	8	0	5	2	1	1	1	2	8	12	1	3	2	1	
Acropora553	14	25	20	16	26	26	32	40	9	34	30	23	14	30	24	14	14	23	29	5	8	2	7	15	1	7	35	3	6	37	17	38	11	28	27	4	21	31	17	5	11	19	18	26	23	10	10	15	
Acropora554	34	59	71	32	72	49	31	44	16	34	55	48	26	45	25	19	28	37	52	21	20	10	17	33	21	11	44	28	17	31	37	61	26	25	29	22	57	32	21	15	7	30	38	81	23	27	20	29	
Acropora555	1	4	2	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	3	0	2	1	1	0	0	0	0	0	0	1	1	1	0	0	1	
Acropora556	4	14	11	2	4	5	22	6	4	7	7	6	11	15	6	7	2	4	6	0	2	3	3	3	3	0	8	0	3	7	2	3	3	7	4	0	12	6	3	1	1	9	8	7	10	3	0	8	
Acropora557	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora558	2	0	5	2	3	3	2	5	1	6	1	4	1	3	3	1	4	0	3	0	1	0	4	0	0	0	2	0	0	4	1	4	2	0	1	0	1	3	0	0	1	0	2	2	2	3	1	5	
Acropora559	4	3	4	0	5	1	0	1	0	3	1	0	1	5	0	2	1	6	3	2	1	0	0	2	1	0	1	1	1	2	2	1	7	1	1	2	7	2	4	0	0	2	2	6	0	0	1	1	
Acropora56	5	5	4	3	7	6	2	4	3	3	5	3	5	3	3	1	3	2	6	0	2	0	1	7	4	0	1	0	0	5	3	6	0	5	5	0	4	11	3	4	2	4	3	11	6	0	2	3	
Acropora560	6	8	1	9	4	6	0	4	1	5	1	3	4	6	4	2	4	4	6	5	2	0	2	8	6	3	2	0	1	3	6	1	5	5	7	1	2	6	2	2	1	2	2	9	7	5	0	2	
Acropora561	4	0	2	1	4	4	0	3	2	3	2	1	2	2	2	2	0	3	4	1	0	0	3	11	5	6	4	0	2	5	11	6	0	3	3	0	2	4	4	0	1	2	2	6	2	0	0	5	
Acropora562	13	9	8	4	8	9	3	9	3	2	7	3	3	11	10	9	1	3	14	0	3	0	0	1	1	3	7	0	1	8	8	5	1	6	3	1	4	8	5	3	4	3	2	9	2	7	4	7	
Acropora563	8	17	14	5	7	7	14	9	7	13	11	15	12	14	15	6	5	11	8	0	3	1	7	9	1	3	7	1	1	5	7	13	12	13	8	3	4	15	7	3	6	6	10	15	8	4	2	9	
Acropora564	33	27	28	21	24	27	17	49	12	28	42	24	7	31	23	18	10	22	53	6	11	0	14	41	13	12	15	4	6	16	46	37	18	24	20	6	17	46	26	20	8	9	9	59	18	10	8	29	
Acropora565	96	54	51	71	43	136	73	145	50	58	118	33	25	81	64	48	54	36	144	11	64	7	42	57	57	66	99	5	15	103	138	230	67	88	105	19	56	112	116	52	45	23	60	212	136	29	21	101	
Acropora566	11	15	12	9	11	4	13	7	13	9	14	11	7	7	7	5	8	5	6	0	5	0	7	6	6	3	14	3	6	12	11	18	10	4	11	5	16	10	8	4	6	7	18	13	12	3	4	7	
Acropora567	0	0	1	1	1	0	0	2	1	6	5	0	1	4	0	0	1	4	1	0	0	0	0	3	0	0	7	0	0	4	2	2	0	4	1	0	0	4	2	0	0	0	5	4	2	1	2	2	
Acropora568	150	185	167	109	191	173	177	275	49	147	195	152	62	135	102	51	70	167	219	44	59	28	59	214	84	64	101	45	34	118	215	209	64	130	159	34	146	193	111	65	74	115	101	196	93	50	59	119	
Acropora569	13	18	12	10	15	16	11	16	18	6	14	14	19	6	22	12	12	16	16	8	7	4	6	15	12	11	11	8	17	11	11	31	9	9	18	11	7	20	8	6	5	24	18	25	15	28	5	6	
Acropora57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Acropora570	4	11	8	3	6	11	8	16	4	4	7	9	4	2	5	2	2	3	11	3	1	4	1	5	9	3	6	5	0	10	4	14	4	4	6	0	5	13	4	6	1	4	12	8	4	4	3	6	
Acropora571	52	9	25	25	13	51	19	59	28	26	38	17	13	26	33	23	22	15	50	9	28	2	14	34	25	17	27	6	9	33	30	76	13	34	39	14	21	43	55	15	12	9	23	56	32	15	11	20	
Acropora572	38	63	46	26	26	45	73	50	25	36	41	39	14	40	52	38	48	33	28	9	34	12	16	45	21	27	37	0	30	28	36	64	24	20	40	17	41	53	41	20	32	34	50	64	50	15	21	42	
Acropora573	0	1	1	0	0	0	2	0	0	1	4	0	0	1	4	2	1	0	3	2	2	0	3	0	1	0	1	0	1	0	1	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	
Acropora574	6	4	1	1	0	0	0	4	3	3	3	4	1	2	2	4	0	2	0	0	3	0	0	1	4	7	2	0	2	6	1	3	4	1	9	1	4	11	2	4	2	2	0	6	4	3	2	4	
Acropora575	0	0	2	2	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	5	0	1	0	3	1	1	0	0	0	1	
Acropora576	8	5	14	6	12	5	17	4	5	5	9	5	3	8	5	3	3	4	7	2	2	0	5	3	2	2	7	0	2	8	6	12	1	4	6	0	6	9	9	2	0	10	10	5	9	4	1	6	
Acropora577	1190	795	881	670	827	387	468	948	726	475	877	820	315	805	1687	1263	426	818	657	155	348	76	275	407	165	1206	1094	41	197	783	475	738	1368	855	2054	103	595	2404	1237	950	2182	784	577	1924	997	543	223	1376	
Acropora578	5	9	7	3	4	7	9	9	2	6	10	5	6	5	7	11	12	4	3	5	5	3	4	11	4	1	11	1	3	6	10	13	3	7	7	5	7	20	5	0	3	4	11	9	6	2	4	6	
Acropora579	270	246	294	144	229	243	294	390	103	218	257	223	67	216	113	57	116	242	320	56	70	22	110	270	91	70	167	35	43	175	284	380	67	195	211	40	175	344	146	70	66	157	219	298	161	46	95	157	
Acropora58	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
